Start Date	End Date	UPC	ISRC/ISBN	Vendor Identifier	Quantity	Partner Share	Extended Partner Share	Partner Share Currency	Sales or Return	Apple Identifier	Artist/Show/Developer/Author	Title	Label/Studio/Network/Developer/Publisher	Grid	Product Type Identifier	ISAN/Other Identifier	Country Of Sale	Pre-order Flag	Promo Code	Customer Price	Customer Currency
12/28/2014	01/31/2015			a-dark-room	2	0.56	1.12	EUR	S	736683061	Amirali Rajan	A Dark Room			1F		GR			0.99	EUR
12/28/2014	01/31/2015			a-dark-room	19	0.57	10.83	EUR	S	736683061	Amirali Rajan	A Dark Room			1F		ES			0.99	EUR
12/28/2014	01/31/2015			a-dark-room	3	0.54	1.62	EUR	S	736683061	Amirali Rajan	A Dark Room			1F		SK			0.89	EUR
12/28/2014	01/31/2015			theensign	1	0.54	0.54	EUR	S	908073488	Amirali Rajan	The Ensign			1		ES			0.89	EUR
12/28/2014	01/31/2015			a-dark-room	8	0.54	4.32	EUR	S	736683061	Amirali Rajan	A Dark Room			1F		PT			0.89	EUR
12/28/2014	01/31/2015			a-dark-room	14	0.54	7.56	EUR	S	736683061	Amirali Rajan	A Dark Room			1F		ES			0.89	EUR
12/28/2014	01/31/2015			theensign	2	0.57	1.14	EUR	S	908073488	Amirali Rajan	The Ensign			1		BE			0.99	EUR
12/28/2014	01/31/2015			BeautifulGo	1	1.17	1.17	EUR	S	955295568	Amirali Rajan	Beautiful Go			1F		DE			1.99	EUR
12/28/2014	01/31/2015			a-dark-room	6	0.54	3.24	EUR	S	736683061	Amirali Rajan	A Dark Room			1F		CZ			0.89	EUR
12/28/2014	01/31/2015			a-dark-room	24	0.54	12.96	EUR	S	736683061	Amirali Rajan	A Dark Room			1F		FR			0.89	EUR
12/28/2014	01/31/2015			a-dark-room	7	0.57	3.99	EUR	S	736683061	Amirali Rajan	A Dark Room			1F		BE			0.99	EUR
12/28/2014	01/31/2015			a-dark-room	2	0.58	1.16	EUR	S	736683061	Amirali Rajan	A Dark Room			1F		SK			0.99	EUR
12/28/2014	01/31/2015			a-dark-room	-1	0.57	-0.57	EUR	R	736683061	Amirali Rajan	A Dark Room			1F		CZ			-0.99	EUR
12/28/2014	01/31/2015			theensign	2	0.54	1.08	EUR	S	908073488	Amirali Rajan	The Ensign			1		AT			0.89	EUR
12/28/2014	01/31/2015			theensign	1	0.54	0.54	EUR	S	908073488	Amirali Rajan	The Ensign			1		DE			0.77	EUR
12/28/2014	01/31/2015			theensign	1	0.54	0.54	EUR	S	908073488	Amirali Rajan	The Ensign			1		RO			0.89	EUR
12/28/2014	01/31/2015			theensign	2	0.56	1.12	EUR	S	908073488	Amirali Rajan	The Ensign			1		PT			0.99	EUR
12/28/2014	01/31/2015			theensign	1	0.56	0.56	EUR	S	908073488	Amirali Rajan	The Ensign			1		FI			0.99	EUR
12/28/2014	01/31/2015			theensign	2	0.57	1.14	EUR	S	908073488	Amirali Rajan	The Ensign			1		ES			0.99	EUR
12/28/2014	01/31/2015			a-dark-room	2	0.57	1.14	EUR	S	736683061	Amirali Rajan	A Dark Room			1F		LT			0.99	EUR
12/28/2014	01/31/2015			a-dark-room	9	0.54	4.86	EUR	S	736683061	Amirali Rajan	A Dark Room			1F		FI			0.89	EUR
12/28/2014	01/31/2015			theensign	1	0.54	0.54	EUR	S	908073488	Amirali Rajan	The Ensign			1		SK			0.89	EUR
12/28/2014	01/31/2015			a-dark-room	1	0.54	0.54	EUR	S	736683061	Amirali Rajan	A Dark Room			1F		SI			0.89	EUR
12/28/2014	01/31/2015			theensign	3	0.56	1.68	EUR	S	908073488	Amirali Rajan	The Ensign			1		PL			0.99	EUR
12/28/2014	01/31/2015			theensign	2	0.54	1.08	EUR	S	908073488	Amirali Rajan	The Ensign			1		NL			0.89	EUR
12/28/2014	01/31/2015			a-dark-room	12	0.54	6.48	EUR	S	736683061	Amirali Rajan	A Dark Room			1F		AT			0.89	EUR
